	ERR11588428_R1_filtered.fastq.gz	ERR11588429_R1_filtered.fastq.gz	ERR11588430_R1_filtered.fastq.gz	ERR11588431_R1_filtered.fastq.gz	ERR11588432_R1_filtered.fastq.gz	ERR11588433_R1_filtered.fastq.gz	ERR11588434_R1_filtered.fastq.gz	ERR11588435_R1_filtered.fastq.gz	ERR11588436_R1_filtered.fastq.gz	ERR11588437_R1_filtered.fastq.gz
ASV_2034	0	23	0	0	0	0	0	0	0	0
ASV_2035	0	23	0	0	0	0	0	0	0	0
ASV_2036	0	23	0	0	0	0	0	0	0	0
ASV_2037	0	23	0	0	0	0	0	0	0	0
ASV_2038	0	0	23	0	0	0	0	0	0	0
ASV_2039	0	0	23	0	0	0	0	0	0	0
ASV_2040	0	0	23	0	0	0	0	0	0	0
ASV_2041	0	0	23	0	0	0	0	0	0	0
ASV_2042	0	0	23	0	0	0	0	0	0	0
ASV_2043	0	0	23	0	0	0	0	0	0	0
ASV_2044	0	0	23	0	0	0	0	0	0	0
ASV_2045	0	0	23	0	0	0	0	0	0	0
ASV_2046	0	0	23	0	0	0	0	0	0	0
ASV_2047	0	0	23	0	0	0	0	0	0	0
ASV_2048	0	0	23	0	0	0	0	0	0	0
ASV_2049	0	0	23	0	0	0	0	0	0	0
ASV_2050	0	0	23	0	0	0	0	0	0	0
ASV_2051	0	0	23	0	0	0	0	0	0	0
ASV_2052	0	0	0	23	0	0	0	0	0	0
ASV_2053	0	0	0	23	0	0	0	0	0	0
ASV_2054	0	0	0	23	0	0	0	0	0	0
ASV_2055	0	0	0	23	0	0	0	0	0	0
ASV_2056	0	0	0	0	23	0	0	0	0	0
ASV_2057	0	0	0	0	23	0	0	0	0	0
ASV_2058	0	0	0	0	23	0	0	0	0	0
ASV_2059	0	0	0	0	23	0	0	0	0	0
ASV_2060	0	0	0	0	23	0	0	0	0	0
ASV_2061	0	0	0	0	23	0	0	0	0	0
ASV_2062	0	0	0	0	23	0	0	0	0	0
ASV_2063	0	0	0	0	0	23	0	0	0	0
ASV_2064	0	0	0	0	0	23	0	0	0	0
ASV_2065	0	0	0	0	0	23	0	0	0	0
ASV_2066	0	0	0	0	0	23	0	0	0	0
ASV_2067	0	0	0	0	0	23	0	0	0	0
ASV_2068	0	0	0	0	0	23	0	0	0	0
ASV_2069	0	0	0	0	0	0	23	0	0	0
ASV_2070	0	0	0	0	0	0	23	0	0	0
ASV_2071	0	0	0	0	0	0	23	0	0	0
ASV_2072	0	0	0	0	0	0	23	0	0	0
ASV_2073	0	0	0	0	0	0	23	0	0	0
ASV_2074	0	0	0	0	0	0	23	0	0	0
ASV_2075	0	0	0	0	0	0	0	23	0	0
ASV_2076	0	0	0	0	0	0	0	23	0	0
ASV_2077	0	0	0	0	0	0	0	23	0	0
ASV_2078	0	0	0	0	0	0	0	23	0	0
ASV_2079	0	0	0	0	0	0	0	23	0	0
ASV_2080	0	0	0	0	0	0	0	23	0	0
ASV_2081	0	0	0	0	0	0	0	23	0	0
ASV_2082	0	0	0	0	0	0	0	23	0	0
ASV_2083	0	0	0	0	0	0	0	23	0	0
ASV_2084	0	0	0	0	0	0	0	0	23	0
ASV_2085	0	0	0	0	0	0	0	0	23	0
ASV_2086	0	0	0	0	0	0	0	0	23	0
ASV_2087	0	0	0	0	0	0	0	0	23	0
ASV_2088	0	0	0	0	0	0	0	0	23	0
ASV_2089	0	0	0	0	0	0	0	0	23	0
ASV_2090	0	0	0	0	0	0	0	0	23	0
ASV_2091	0	0	0	0	0	0	0	0	23	0
ASV_2092	0	0	0	0	0	0	0	0	23	0
ASV_2093	0	0	0	0	0	0	0	0	23	0
ASV_2094	0	0	0	0	0	0	0	0	23	0
ASV_2095	0	0	0	0	0	0	0	0	23	0
ASV_2096	0	0	0	0	0	0	0	0	0	23
ASV_2097	0	0	0	0	0	0	0	0	0	23
ASV_2098	0	0	0	0	0	0	0	0	0	23
ASV_2099	0	0	0	0	0	0	0	0	0	23
ASV_2100	0	0	0	0	0	0	0	0	0	23
ASV_2101	0	0	0	0	0	0	0	0	0	23
ASV_2102	0	0	0	0	0	0	0	0	0	23
ASV_2103	0	0	0	0	0	0	0	0	0	23
ASV_2104	0	0	0	0	0	0	0	0	0	23
ASV_2105	22	0	0	0	0	0	0	0	0	0
ASV_2106	22	0	0	0	0	0	0	0	0	0
ASV_2107	22	0	0	0	0	0	0	0	0	0
ASV_2108	22	0	0	0	0	0	0	0	0	0
ASV_2109	22	0	0	0	0	0	0	0	0	0
ASV_2110	22	0	0	0	0	0	0	0	0	0
ASV_2111	22	0	0	0	0	0	0	0	0	0
ASV_2112	22	0	0	0	0	0	0	0	0	0
ASV_2113	22	0	0	0	0	0	0	0	0	0
ASV_2114	22	0	0	0	0	0	0	0	0	0
ASV_2115	22	0	0	0	0	0	0	0	0	0
ASV_2116	0	22	0	0	0	0	0	0	0	0
ASV_2117	0	22	0	0	0	0	0	0	0	0
ASV_2118	0	22	0	0	0	0	0	0	0	0
ASV_2119	0	22	0	0	0	0	0	0	0	0
ASV_2120	0	22	0	0	0	0	0	0	0	0
ASV_2121	0	22	0	0	0	0	0	0	0	0
ASV_2122	0	22	0	0	0	0	0	0	0	0
ASV_2123	0	22	0	0	0	0	0	0	0	0
ASV_2124	0	22	0	0	0	0	0	0	0	0
ASV_2125	0	22	0	0	0	0	0	0	0	0
ASV_2126	0	22	0	0	0	0	0	0	0	0
ASV_2127	0	22	0	0	0	0	0	0	0	0
ASV_2128	0	22	0	0	0	0	0	0	0	0
ASV_2129	0	13	9	0	0	0	0	0	0	0
ASV_2130	0	0	22	0	0	0	0	0	0	0
ASV_2131	0	0	22	0	0	0	0	0	0	0
ASV_2132	0	0	22	0	0	0	0	0	0	0
ASV_2133	0	0	22	0	0	0	0	0	0	0
ASV_2134	0	0	22	0	0	0	0	0	0	0
ASV_2135	0	0	22	0	0	0	0	0	0	0
ASV_2136	0	0	22	0	0	0	0	0	0	0
ASV_2137	0	0	22	0	0	0	0	0	0	0
ASV_2138	0	0	22	0	0	0	0	0	0	0
ASV_2139	0	0	22	0	0	0	0	0	0	0
ASV_2140	0	0	0	22	0	0	0	0	0	0
ASV_2141	0	0	0	22	0	0	0	0	0	0
ASV_2142	0	0	0	22	0	0	0	0	0	0
ASV_2143	0	0	0	0	22	0	0	0	0	0
ASV_2144	0	0	0	0	22	0	0	0	0	0
ASV_2145	0	0	0	0	22	0	0	0	0	0
ASV_2146	0	0	0	0	22	0	0	0	0	0
ASV_2147	0	0	0	0	22	0	0	0	0	0
ASV_2148	0	0	0	0	22	0	0	0	0	0
ASV_2149	0	0	0	0	22	0	0	0	0	0
ASV_2150	0	0	0	0	0	22	0	0	0	0
ASV_2151	0	0	0	0	0	22	0	0	0	0
ASV_2152	0	0	0	0	0	22	0	0	0	0
ASV_2153	0	0	0	0	0	22	0	0	0	0
ASV_2154	0	0	0	0	0	0	22	0	0	0
ASV_2155	0	0	0	0	0	0	22	0	0	0
ASV_2156	0	0	0	0	0	0	22	0	0	0
ASV_2157	0	0	0	0	0	0	22	0	0	0
ASV_2158	0	0	0	0	0	0	22	0	0	0
ASV_2159	0	0	0	0	0	0	22	0	0	0
ASV_2160	0	0	0	0	0	0	22	0	0	0
ASV_2161	0	0	0	0	0	0	22	0	0	0
ASV_2162	0	0	0	0	0	0	9	13	0	0
ASV_2163	0	0	0	0	0	0	0	22	0	0
ASV_2164	0	0	0	0	0	0	0	22	0	0
ASV_2165	0	0	0	0	0	0	0	22	0	0
ASV_2166	0	0	0	0	0	0	0	22	0	0
ASV_2167	0	0	0	0	0	0	0	22	0	0
ASV_2168	0	0	0	0	0	0	0	22	0	0
ASV_2169	0	0	0	0	0	0	0	22	0	0
ASV_2170	0	0	0	0	0	0	0	22	0	0
ASV_2171	0	0	0	0	0	0	0	0	22	0
ASV_2172	0	0	0	0	0	0	0	0	22	0
ASV_2173	0	0	0	0	0	0	0	0	22	0
ASV_2174	0	0	0	0	0	0	0	0	22	0
ASV_2175	0	0	0	0	0	0	0	0	22	0
ASV_2176	0	0	0	0	0	0	0	0	22	0
ASV_2177	0	0	0	0	0	0	0	0	22	0
ASV_2178	0	0	0	0	0	0	0	0	22	0
ASV_2179	0	0	0	0	0	0	0	0	22	0
ASV_2180	0	0	0	0	0	0	0	0	22	0
ASV_2181	0	0	0	0	0	0	0	0	0	22
ASV_2182	0	0	0	0	0	0	0	0	0	22
ASV_2183	0	0	0	0	0	0	0	0	0	22
ASV_2184	0	0	0	0	0	0	0	0	0	22
ASV_2185	0	0	0	0	0	0	0	0	0	22
ASV_2186	0	0	0	0	0	0	0	0	0	22
ASV_2187	21	0	0	0	0	0	0	0	0	0
ASV_2188	21	0	0	0	0	0	0	0	0	0
ASV_2189	21	0	0	0	0	0	0	0	0	0
ASV_2190	21	0	0	0	0	0	0	0	0	0
ASV_2191	21	0	0	0	0	0	0	0	0	0
ASV_2192	21	0	0	0	0	0	0	0	0	0
ASV_2193	21	0	0	0	0	0	0	0	0	0
ASV_2194	21	0	0	0	0	0	0	0	0	0
ASV_2195	21	0	0	0	0	0	0	0	0	0
ASV_2196	21	0	0	0	0	0	0	0	0	0
ASV_2197	11	0	0	0	0	0	10	0	0	0
ASV_2198	0	21	0	0	0	0	0	0	0	0
ASV_2199	0	21	0	0	0	0	0	0	0	0
ASV_2200	0	21	0	0	0	0	0	0	0	0
ASV_2201	0	21	0	0	0	0	0	0	0	0
ASV_2202	0	21	0	0	0	0	0	0	0	0
ASV_2203	0	21	0	0	0	0	0	0	0	0
ASV_2204	0	21	0	0	0	0	0	0	0	0
ASV_2205	0	21	0	0	0	0	0	0	0	0
ASV_2206	0	21	0	0	0	0	0	0	0	0
ASV_2207	0	0	21	0	0	0	0	0	0	0
ASV_2208	0	0	21	0	0	0	0	0	0	0
ASV_2209	0	0	21	0	0	0	0	0	0	0
ASV_2210	0	0	21	0	0	0	0	0	0	0
ASV_2211	0	0	21	0	0	0	0	0	0	0
ASV_2212	0	0	21	0	0	0	0	0	0	0
ASV_2213	0	0	21	0	0	0	0	0	0	0
ASV_2214	0	0	0	21	0	0	0	0	0	0
ASV_2215	0	0	0	21	0	0	0	0	0	0
ASV_2216	0	0	0	21	0	0	0	0	0	0
ASV_2217	0	0	0	21	0	0	0	0	0	0
ASV_2218	0	0	0	13	8	0	0	0	0	0
ASV_2219	0	0	0	0	21	0	0	0	0	0
ASV_2220	0	0	0	0	21	0	0	0	0	0
ASV_2221	0	0	0	0	21	0	0	0	0	0
ASV_2222	0	0	0	0	21	0	0	0	0	0
ASV_2223	0	0	0	0	21	0	0	0	0	0
ASV_2224	0	0	0	0	21	0	0	0	0	0
ASV_2225	0	0	0	0	21	0	0	0	0	0
ASV_2226	0	0	0	0	0	21	0	0	0	0
ASV_2227	0	0	0	0	0	21	0	0	0	0
ASV_2228	0	0	0	0	0	0	21	0	0	0
ASV_2229	0	0	0	0	0	0	21	0	0	0
ASV_2230	0	0	0	0	0	0	21	0	0	0
ASV_2231	0	0	0	0	0	0	0	21	0	0
ASV_2232	0	0	0	0	0	0	0	21	0	0
ASV_2233	0	0	0	0	0	0	0	21	0	0
ASV_2234	0	0	0	0	0	0	0	21	0	0
ASV_2235	0	0	0	0	0	0	0	21	0	0
ASV_2236	0	0	0	0	0	0	0	21	0	0
ASV_2237	0	0	0	0	0	0	0	21	0	0
ASV_2238	0	0	0	0	0	0	0	0	21	0
ASV_2239	0	0	0	0	0	0	0	0	21	0
ASV_2240	0	0	0	0	0	0	0	0	21	0
ASV_2241	0	0	0	0	0	0	0	0	21	0
ASV_2242	0	0	0	0	0	0	0	0	21	0
ASV_2243	0	0	0	0	0	0	0	0	21	0
ASV_2244	0	0	0	0	0	0	0	0	21	0
ASV_2245	0	0	0	0	0	0	0	0	21	0
ASV_2246	0	0	0	0	0	0	0	0	21	0
ASV_2247	0	0	0	0	0	0	0	0	21	0
ASV_2248	0	0	0	0	0	0	0	0	21	0
ASV_2249	0	0	0	0	0	0	0	0	0	21
ASV_2250	0	0	0	0	0	0	0	0	0	21
ASV_2251	0	0	0	0	0	0	0	0	0	21
ASV_2252	0	0	0	0	0	0	0	0	0	21
ASV_2253	0	0	0	0	0	0	0	0	0	21
ASV_2254	0	0	0	0	0	0	0	0	0	21
ASV_2255	0	0	0	0	0	0	0	0	0	21
ASV_2256	0	0	0	0	0	0	0	0	0	21
ASV_2257	20	0	0	0	0	0	0	0	0	0
ASV_2258	20	0	0	0	0	0	0	0	0	0
ASV_2259	20	0	0	0	0	0	0	0	0	0
ASV_2260	20	0	0	0	0	0	0	0	0	0
ASV_2261	20	0	0	0	0	0	0	0	0	0
ASV_2262	20	0	0	0	0	0	0	0	0	0
ASV_2263	20	0	0	0	0	0	0	0	0	0
ASV_2264	0	20	0	0	0	0	0	0	0	0
ASV_2265	0	20	0	0	0	0	0	0	0	0
ASV_2266	0	20	0	0	0	0	0	0	0	0
ASV_2267	0	20	0	0	0	0	0	0	0	0
ASV_2268	0	20	0	0	0	0	0	0	0	0
ASV_2269	0	20	0	0	0	0	0	0	0	0
ASV_2270	0	20	0	0	0	0	0	0	0	0
ASV_2271	0	14	6	0	0	0	0	0	0	0
ASV_2272	0	0	20	0	0	0	0	0	0	0
ASV_2273	0	0	20	0	0	0	0	0	0	0
ASV_2274	0	0	20	0	0	0	0	0	0	0
ASV_2275	0	0	20	0	0	0	0	0	0	0
ASV_2276	0	0	20	0	0	0	0	0	0	0
ASV_2277	0	0	20	0	0	0	0	0	0	0
ASV_2278	0	0	0	20	0	0	0	0	0	0
ASV_2279	0	0	0	20	0	0	0	0	0	0
ASV_2280	0	0	0	20	0	0	0	0	0	0
ASV_2281	0	0	0	20	0	0	0	0	0	0
ASV_2282	0	0	0	8	0	12	0	0	0	0
ASV_2283	0	0	0	0	20	0	0	0	0	0
ASV_2284	0	0	0	0	20	0	0	0	0	0
ASV_2285	0	0	0	0	20	0	0	0	0	0
ASV_2286	0	0	0	0	0	20	0	0	0	0
ASV_2287	0	0	0	0	0	0	20	0	0	0
ASV_2288	0	0	0	0	0	0	20	0	0	0
ASV_2289	0	0	0	0	0	0	20	0	0	0
ASV_2290	0	0	0	0	0	0	20	0	0	0
ASV_2291	0	0	0	0	0	0	20	0	0	0
ASV_2292	0	0	0	0	0	0	20	0	0	0
ASV_2293	0	0	0	0	0	0	20	0	0	0
ASV_2294	0	0	0	0	0	0	20	0	0	0
ASV_2295	0	0	0	0	0	0	20	0	0	0
ASV_2296	0	0	0	0	0	0	0	20	0	0
ASV_2297	0	0	0	0	0	0	0	20	0	0
ASV_2298	0	0	0	0	0	0	0	20	0	0
ASV_2299	0	0	0	0	0	0	0	20	0	0
ASV_2300	0	0	0	0	0	0	0	20	0	0
ASV_2301	0	0	0	0	0	0	0	20	0	0
ASV_2302	0	0	0	0	0	0	0	20	0	0
ASV_2303	0	0	0	0	0	0	0	20	0	0
ASV_2304	0	0	0	0	0	0	0	20	0	0
ASV_2305	0	0	0	0	0	0	0	20	0	0
ASV_2306	0	0	0	0	0	0	0	20	0	0
ASV_2307	0	0	0	0	0	0	0	0	20	0
ASV_2308	0	0	0	0	0	0	0	0	20	0
ASV_2309	0	0	0	0	0	0	0	0	20	0
ASV_2310	0	0	0	0	0	0	0	0	20	0
ASV_2311	0	0	0	0	0	0	0	0	20	0
ASV_2312	0	0	0	0	0	0	0	0	20	0
ASV_2313	0	0	0	0	0	0	0	0	20	0
ASV_2314	0	0	0	0	0	0	0	0	20	0
ASV_2315	0	0	0	0	0	0	0	0	20	0
ASV_2316	0	0	0	0	0	0	0	0	20	0
ASV_2317	0	0	0	0	0	0	0	0	20	0
ASV_2318	0	0	0	0	0	0	0	0	20	0
ASV_2319	0	0	0	0	0	0	0	0	20	0
ASV_2320	0	0	0	0	0	0	0	0	20	0
ASV_2321	0	0	0	0	0	0	0	0	20	0
ASV_2322	0	0	0	0	0	0	0	0	0	20
ASV_2323	0	0	0	0	0	0	0	0	0	20
ASV_2324	0	0	0	0	0	0	0	0	0	20
ASV_2325	0	0	0	0	0	0	0	0	0	20
ASV_2326	0	0	0	0	0	0	0	0	0	20
ASV_2327	19	0	0	0	0	0	0	0	0	0
ASV_2328	19	0	0	0	0	0	0	0	0	0
ASV_2329	19	0	0	0	0	0	0	0	0	0
ASV_2330	19	0	0	0	0	0	0	0	0	0
ASV_2331	19	0	0	0	0	0	0	0	0	0
ASV_2332	19	0	0	0	0	0	0	0	0	0
ASV_2333	19	0	0	0	0	0	0	0	0	0
ASV_2334	19	0	0	0	0	0	0	0	0	0
ASV_2335	19	0	0	0	0	0	0	0	0	0
ASV_2336	19	0	0	0	0	0	0	0	0	0
ASV_2337	19	0	0	0	0	0	0	0	0	0
ASV_2338	19	0	0	0	0	0	0	0	0	0
ASV_2339	0	19	0	0	0	0	0	0	0	0
ASV_2340	0	19	0	0	0	0	0	0	0	0
ASV_2341	0	19	0	0	0	0	0	0	0	0
ASV_2342	0	19	0	0	0	0	0	0	0	0
ASV_2343	0	19	0	0	0	0	0	0	0	0
ASV_2344	0	19	0	0	0	0	0	0	0	0
ASV_2345	0	19	0	0	0	0	0	0	0	0
ASV_2346	0	19	0	0	0	0	0	0	0	0
ASV_2347	0	13	6	0	0	0	0	0	0	0
ASV_2348	0	0	19	0	0	0	0	0	0	0
ASV_2349	0	0	19	0	0	0	0	0	0	0
ASV_2350	0	0	19	0	0	0	0	0	0	0
ASV_2351	0	0	19	0	0	0	0	0	0	0
ASV_2352	0	0	19	0	0	0	0	0	0	0
ASV_2353	0	0	19	0	0	0	0	0	0	0
ASV_2354	0	0	19	0	0	0	0	0	0	0
ASV_2355	0	0	19	0	0	0	0	0	0	0
ASV_2356	0	0	19	0	0	0	0	0	0	0
ASV_2357	0	0	19	0	0	0	0	0	0	0
ASV_2358	0	0	19	0	0	0	0	0	0	0
ASV_2359	0	0	19	0	0	0	0	0	0	0
ASV_2360	0	0	0	19	0	0	0	0	0	0
ASV_2361	0	0	0	19	0	0	0	0	0	0
ASV_2362	0	0	0	19	0	0	0	0	0	0
ASV_2363	0	0	0	19	0	0	0	0	0	0
ASV_2364	0	0	0	0	19	0	0	0	0	0
ASV_2365	0	0	0	0	19	0	0	0	0	0
ASV_2366	0	0	0	0	19	0	0	0	0	0
ASV_2367	0	0	0	0	19	0	0	0	0	0
ASV_2368	0	0	0	0	19	0	0	0	0	0
ASV_2369	0	0	0	0	19	0	0	0	0	0
ASV_2370	0	0	0	0	19	0	0	0	0	0
ASV_2371	0	0	0	0	19	0	0	0	0	0
ASV_2372	0	0	0	0	19	0	0	0	0	0
ASV_2373	0	0	0	0	19	0	0	0	0	0
ASV_2374	0	0	0	0	19	0	0	0	0	0
ASV_2375	0	0	0	0	19	0	0	0	0	0
ASV_2376	0	0	0	0	19	0	0	0	0	0
ASV_2377	0	0	0	0	19	0	0	0	0	0
ASV_2378	0	0	0	0	19	0	0	0	0	0
ASV_2379	0	0	0	0	0	19	0	0	0	0
ASV_2380	0	0	0	0	0	0	19	0	0	0
ASV_2381	0	0	0	0	0	0	19	0	0	0
ASV_2382	0	0	0	0	0	0	19	0	0	0
ASV_2383	0	0	0	0	0	0	19	0	0	0
ASV_2384	0	0	0	0	0	0	19	0	0	0
ASV_2385	0	0	0	0	0	0	19	0	0	0
ASV_2386	0	0	0	0	0	0	19	0	0	0
ASV_2387	0	0	0	0	0	0	19	0	0	0
ASV_2388	0	0	0	0	0	0	19	0	0	0
ASV_2389	0	0	0	0	0	0	19	0	0	0
ASV_2390	0	0	0	0	0	0	19	0	0	0
ASV_2391	0	0	0	0	0	0	19	0	0	0
ASV_2392	0	0	0	0	0	0	19	0	0	0
ASV_2393	0	0	0	0	0	0	0	19	0	0
ASV_2394	0	0	0	0	0	0	0	19	0	0
ASV_2395	0	0	0	0	0	0	0	19	0	0
ASV_2396	0	0	0	0	0	0	0	19	0	0
ASV_2397	0	0	0	0	0	0	0	19	0	0
ASV_2398	0	0	0	0	0	0	0	19	0	0
ASV_2399	0	0	0	0	0	0	0	0	19	0
ASV_2400	0	0	0	0	0	0	0	0	19	0
ASV_2401	0	0	0	0	0	0	0	0	19	0
ASV_2402	0	0	0	0	0	0	0	0	19	0
ASV_2403	0	0	0	0	0	0	0	0	19	0
ASV_2404	0	0	0	0	0	0	0	0	19	0
ASV_2405	0	0	0	0	0	0	0	0	19	0
ASV_2406	0	0	0	0	0	0	0	0	19	0
ASV_2407	0	0	0	0	0	0	0	0	19	0
ASV_2408	0	0	0	0	0	0	0	0	19	0
ASV_2409	0	0	0	0	0	0	0	0	19	0
ASV_2410	0	0	0	0	0	0	0	0	19	0
ASV_2411	0	0	0	0	0	0	0	0	19	0
ASV_2412	0	0	0	0	0	0	0	0	19	0
ASV_2413	0	0	0	0	0	0	0	0	19	0
ASV_2414	0	0	0	0	0	0	0	0	0	19
ASV_2415	0	0	0	0	0	0	0	0	0	19
ASV_2416	0	0	0	0	0	0	0	0	0	19
ASV_2417	0	0	0	0	0	0	0	0	0	19
ASV_2418	0	0	0	0	0	0	0	0	0	19
ASV_2419	0	0	0	0	0	0	0	0	0	19
ASV_2420	0	0	0	0	0	0	0	0	0	19
ASV_2421	0	0	0	0	0	0	0	0	0	19
ASV_2422	0	0	0	0	0	0	0	0	0	19
ASV_2423	0	0	0	0	0	0	0	0	0	19
ASV_2424	18	0	0	0	0	0	0	0	0	0
ASV_2425	18	0	0	0	0	0	0	0	0	0
ASV_2426	18	0	0	0	0	0	0	0	0	0
ASV_2427	18	0	0	0	0	0	0	0	0	0
ASV_2428	18	0	0	0	0	0	0	0	0	0
ASV_2429	18	0	0	0	0	0	0	0	0	0
ASV_2430	18	0	0	0	0	0	0	0	0	0
ASV_2431	18	0	0	0	0	0	0	0	0	0
ASV_2432	11	0	7	0	0	0	0	0	0	0
ASV_2433	0	18	0	0	0	0	0	0	0	0
ASV_2434	0	18	0	0	0	0	0	0	0	0
ASV_2435	0	18	0	0	0	0	0	0	0	0
ASV_2436	0	18	0	0	0	0	0	0	0	0
ASV_2437	0	18	0	0	0	0	0	0	0	0
ASV_2438	0	18	0	0	0	0	0	0	0	0
ASV_2439	0	18	0	0	0	0	0	0	0	0
ASV_2440	0	18	0	0	0	0	0	0	0	0
ASV_2441	0	18	0	0	0	0	0	0	0	0
ASV_2442	0	18	0	0	0	0	0	0	0	0
ASV_2443	0	18	0	0	0	0	0	0	0	0
ASV_2444	0	18	0	0	0	0	0	0	0	0
ASV_2445	0	18	0	0	0	0	0	0	0	0
ASV_2446	0	18	0	0	0	0	0	0	0	0
ASV_2447	0	0	18	0	0	0	0	0	0	0
ASV_2448	0	0	18	0	0	0	0	0	0	0
ASV_2449	0	0	18	0	0	0	0	0	0	0
ASV_2450	0	0	18	0	0	0	0	0	0	0
ASV_2451	0	0	18	0	0	0	0	0	0	0
ASV_2452	0	0	18	0	0	0	0	0	0	0
ASV_2453	0	0	18	0	0	0	0	0	0	0
ASV_2454	0	0	18	0	0	0	0	0	0	0
ASV_2455	0	0	18	0	0	0	0	0	0	0
ASV_2456	0	0	18	0	0	0	0	0	0	0
ASV_2457	0	0	18	0	0	0	0	0	0	0
ASV_2458	0	0	18	0	0	0	0	0	0	0
ASV_2459	0	0	18	0	0	0	0	0	0	0
ASV_2460	0	0	18	0	0	0	0	0	0	0
ASV_2461	0	0	18	0	0	0	0	0	0	0
ASV_2462	0	0	18	0	0	0	0	0	0	0
ASV_2463	0	0	18	0	0	0	0	0	0	0
ASV_2464	0	0	0	18	0	0	0	0	0	0
ASV_2465	0	0	0	18	0	0	0	0	0	0
ASV_2466	0	0	0	18	0	0	0	0	0	0
ASV_2467	0	0	0	18	0	0	0	0	0	0
ASV_2468	0	0	0	18	0	0	0	0	0	0
ASV_2469	0	0	0	18	0	0	0	0	0	0
ASV_2470	0	0	0	0	18	0	0	0	0	0
ASV_2471	0	0	0	0	18	0	0	0	0	0
ASV_2472	0	0	0	0	18	0	0	0	0	0
ASV_2473	0	0	0	0	18	0	0	0	0	0
ASV_2474	0	0	0	0	0	18	0	0	0	0
ASV_2475	0	0	0	0	0	18	0	0	0	0
ASV_2476	0	0	0	0	0	0	18	0	0	0
ASV_2477	0	0	0	0	0	0	18	0	0	0
ASV_2478	0	0	0	0	0	0	18	0	0	0
ASV_2479	0	0	0	0	0	0	18	0	0	0
ASV_2480	0	0	0	0	0	0	18	0	0	0
ASV_2481	0	0	0	0	0	0	18	0	0	0
ASV_2482	0	0	0	0	0	0	18	0	0	0
ASV_2483	0	0	0	0	0	0	18	0	0	0
ASV_2484	0	0	0	0	0	0	0	18	0	0
ASV_2485	0	0	0	0	0	0	0	18	0	0
ASV_2486	0	0	0	0	0	0	0	18	0	0
ASV_2487	0	0	0	0	0	0	0	18	0	0
ASV_2488	0	0	0	0	0	0	0	18	0	0
ASV_2489	0	0	0	0	0	0	0	18	0	0
ASV_2490	0	0	0	0	0	0	0	18	0	0
ASV_2491	0	0	0	0	0	0	0	18	0	0
ASV_2492	0	0	0	0	0	0	0	18	0	0
ASV_2493	0	0	0	0	0	0	0	18	0	0
ASV_2494	0	0	0	0	0	0	0	18	0	0
ASV_2495	0	0	0	0	0	0	0	0	18	0
ASV_2496	0	0	0	0	0	0	0	0	18	0
ASV_2497	0	0	0	0	0	0	0	0	18	0
ASV_2498	0	0	0	0	0	0	0	0	18	0
ASV_2499	0	0	0	0	0	0	0	0	18	0
ASV_2500	0	0	0	0	0	0	0	0	18	0
ASV_2501	0	0	0	0	0	0	0	0	18	0
ASV_2502	0	0	0	0	0	0	0	0	18	0
ASV_2503	0	0	0	0	0	0	0	0	18	0
ASV_2504	0	0	0	0	0	0	0	0	18	0
ASV_2505	0	0	0	0	0	0	0	0	18	0
ASV_2506	0	0	0	0	0	0	0	0	18	0
ASV_2507	0	0	0	0	0	0	0	0	18	0
ASV_2508	0	0	0	0	0	0	0	0	18	0
ASV_2509	0	0	0	0	0	0	0	0	18	0
ASV_2510	0	0	0	0	0	0	0	0	18	0
ASV_2511	0	0	0	0	0	0	0	0	0	18
ASV_2512	0	0	0	0	0	0	0	0	0	18
ASV_2513	0	0	0	0	0	0	0	0	0	18
ASV_2514	0	0	0	0	0	0	0	0	0	18
ASV_2515	0	0	0	0	0	0	0	0	0	18
ASV_2516	0	0	0	0	0	0	0	0	0	18
ASV_2517	0	0	0	0	0	0	0	0	0	18
ASV_2518	0	0	0	0	0	0	0	0	0	18
ASV_2519	0	0	0	0	0	0	0	0	0	18
ASV_2520	0	0	0	0	0	0	0	0	0	18
ASV_2521	0	0	0	0	0	0	0	0	0	18
ASV_2522	0	0	0	0	0	0	0	0	0	18
ASV_2523	0	0	0	0	0	0	0	0	0	18
ASV_2524	17	0	0	0	0	0	0	0	0	0
ASV_2525	17	0	0	0	0	0	0	0	0	0
ASV_2526	17	0	0	0	0	0	0	0	0	0
ASV_2527	17	0	0	0	0	0	0	0	0	0
ASV_2528	17	0	0	0	0	0	0	0	0	0
ASV_2529	17	0	0	0	0	0	0	0	0	0
ASV_2530	17	0	0	0	0	0	0	0	0	0
ASV_2531	17	0	0	0	0	0	0	0	0	0
ASV_2532	17	0	0	0	0	0	0	0	0	0
ASV_2533	17	0	0	0	0	0	0	0	0	0
ASV_2534	17	0	0	0	0	0	0	0	0	0
ASV_2535	17	0	0	0	0	0	0	0	0	0
ASV_2536	17	0	0	0	0	0	0	0	0	0
ASV_2537	17	0	0	0	0	0	0	0	0	0
ASV_2538	17	0	0	0	0	0	0	0	0	0
ASV_2539	17	0	0	0	0	0	0	0	0	0
ASV_2540	17	0	0	0	0	0	0	0	0	0
ASV_2541	17	0	0	0	0	0	0	0	0	0
ASV_2542	17	0	0	0	0	0	0	0	0	0
ASV_2543	17	0	0	0	0	0	0	0	0	0
